"component_name","final_classification","batch","priority","risk_level","effort","consumer_apps","repo_ui_status","spec_required","migration_complexity"
"SummaryCard","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"SupportShell","KEEP_APP_LOCAL","N/A","P0","HIGH","S","agent-portal","partial","no","low"
"SupportView","SPLIT","1.5","P0","HIGH","S","affiliate-portal|agent-portal|teman-affiliate-portal","partial","no","high"
"SupportViewContainer","KEEP_APP_LOCAL","1.5","P0","HIGH","S","agent-portal|teman-affiliate-portal","partial","no","low"
"SupportViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","teman-affiliate-portal","partial","no","low"
"SuspenseFallback","NEW_SHARED_COMPONENT","4","P1","LOW","XS","gegm-friendcover","missing","yes","low"
"Switch","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|admin-portal-boost|agent-admin|claim-portal|teman-affiliate-admin|ticket-portal","partial","yes","medium"
"SwitchLang","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","mykawan-website","missing","no","low"
"SyaratKetentuanPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"Tab","KEEP_APP_LOCAL","N/A","P3","LOW","XS","mykawan-website","missing","no","low"
"Table","NEW_SHARED_COMPONENT","4","P0","HIGH","S","admin-portal|admin-portal-boost|agent-admin|teman-affiliate-admin|ticket-portal","partial","yes","high"
"Table Policy","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"Table primitives","NEW_SHARED_COMPONENT","4","P1","high","M","boost-product-fe","partial","yes","high"
"TableBenefitPlan","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-microsite","partial","no","low"
"TableClaim","KEEP_APP_LOCAL","N/A","P2","HIGH","M","partner-portal","missing","no","low"
"TablePlan","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"TablePolicy","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","admin-portal","missing","no","low"
"Tabs","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|admin-portal-boost|affiliate-portal|agent-portal|agent-web-portal|claim-portal|mykawan-website|teman-affiliate-portal","partial","yes","medium"
"Tabs primitives","NEW_SHARED_COMPONENT","4","P2","medium","M","boost-product-fe","partial","yes","medium"
"TagFilter","NEW_SHARED_COMPONENT","4","P2","LOW","S","ecommerce-teman|grab-landing-page","missing","yes","low"
"TagPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"TaskCard","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","ticket-portal","partial","no","high"
"TaskListIcon","KEEP_APP_LOCAL","N/A","P3","MEDIUM","S","affiliate-admin|agent-web-portal","partial","no","low"
"TasksHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","M","ticket-portal","partial","no","low"
"TasksMainIndexContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ticket-portal","partial","no","low"
"TasksStatus","KEEP_APP_LOCAL","N/A","P1","HIGH","M","ticket-portal","partial","no","low"
"TasksTable","KEEP_APP_LOCAL","N/A","P1","HIGH","M","ticket-portal","partial","no","low"
"TaskStatusTag","KEEP_APP_LOCAL","N/A","P1","HIGH","M","ticket-portal","partial","no","low"
"TasksViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","ticket-portal","partial","no","low"
"TentangKamiPage","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"TermConditionView","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-portal","partial","no","low"
"TextArea","NEW_SHARED_COMPONENT","4","P0","MEDIUM","XS","admin-portal|admin-portal-boost|affiliate-admin|affiliate-portal|agent-admin|agent-portal|agent-web-portal|boost-product-fe|claim-portal|gegm-friendcover|partner-portal|teman-affiliate-admin|teman-affiliate-portal","partial","yes","medium"
"TextEditor","KEEP_APP_LOCAL","N/A","P2","LOW","S","ticket-portal","partial","no","low"
"TextInput","NEW_SHARED_COMPONENT","4","P0","MEDIUM","M","gegm-friendcover","missing","yes","medium"
"ThemePreview","KEEP_APP_LOCAL","N/A","P3","LOW","S","haruuz-microsite","missing","no","low"
"ThemeProvider","KEEP_APP_LOCAL","N/A","P3","low","S","boost-product-fe","partial","no","low"
"TicketAttention","SPLIT","1.5","P0","HIGH","L","ticket-portal","partial","no","high"
"TicketAttentionContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","S","ticket-portal","partial","no","low"
"TicketAttentionShell","KEEP_APP_LOCAL","N/A","P1","HIGH","M","ticket-portal","partial","no","low"
"TicketOnDemand","SPLIT","1.5","P0","LOW","M","ticket-portal","partial","no","high"
"TicketOnDemandContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","ticket-portal","partial","no","low"
"TicketOnDemandShell","KEEP_APP_LOCAL","N/A","P1","LOW","M","ticket-portal","partial","no","low"
"TicketsPage","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","ticket-portal","partial","no","low"
"TicketSubtasks","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","ticket-portal","partial","no","low"
"TimeInput","NEW_SHARED_COMPONENT","4","P1","LOW","M","partner-portal","missing","yes","low"
"Timeline","NEW_SHARED_COMPONENT","4","P3","LOW","M","teman-affiliate-admin","missing","yes","low"
"TimelinePage","KEEP_APP_LOCAL","N/A","P2","MEDIUM","M","ticket-portal","partial","no","low"
"TimelineView","KEEP_APP_LOCAL","N/A","P1","HIGH","L","ticket-portal","partial","no","low"
"TncVoucherModalShell","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","mykawan-website","missing","no","low"
"ToggleSwitch","NEW_SHARED_COMPONENT","4","P2","LOW","S","teman-affiliate-portal","partial","yes","low"
"Tooltip","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","admin-portal|admin-portal-boost|agent-web-portal|claim-portal|partner-portal","partial","yes","medium"
"Tooltip primitives","NEW_SHARED_COMPONENT","4","P2","medium","M","boost-product-fe","partial","yes","medium"
"TooltipIcInstructions","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"TopBackBar","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"TransactionAddForm","KEEP_APP_LOCAL","N/A","P1","HIGH","XL","agent-web-portal","partial","no","low"
"TransactionAddHeader","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","agent-web-portal","partial","no","low"
"TransactionAddPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","agent-web-portal","partial","no","low"
"TransactionAddView","SPLIT","1.5","P1","HIGH","M","agent-web-portal","partial","no","high"
"TransactionAddViewContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","agent-web-portal","partial","no","low"
"TransactionAddViewShell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"TransactionCountriesPage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"TransactionCountriesView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"TransactionCreate","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"TransactionDetailCard","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","teman-affiliate-portal","partial","no","low"
"TransactionDetailView","SPLIT","1.5","P1","MEDIUM","L","teman-affiliate-portal","partial","no","high"
"TransactionDetailViewContainer","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","teman-affiliate-portal","partial","no","low"
"TransactionDetailViewShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","teman-affiliate-portal","partial","no","low"
"TransactionErrorModal","KEEP_APP_LOCAL","N/A","P2","LOW","M","gegm-friendcover","partial","no","low"
"TransactionExportHeader","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"TransactionExportPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","affiliate-admin|agent-admin|agent-web-portal","partial","no","low"
"TransactionExportTable","KEEP_APP_LOCAL","N/A","P1","MEDIUM","L","agent-web-portal","partial","no","low"
"TransactionExportView","SPLIT","1.5","P0","HIGH","M","affiliate-admin|agent-web-portal","partial","no","high"
"TransactionExportViewContainer","KEEP_APP_LOCAL","N/A","P1","HIGH","M","agent-web-portal","partial","no","low"
"TransactionExportViewShell","KEEP_APP_LOCAL","1.5","P1","HIGH","S","affiliate-admin|agent-web-portal","partial","no","low"
"TransactionListHeader","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","agent-web-portal","partial","no","low"
"TransactionListListTransactionView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"TransactionListPage","KEEP_APP_LOCAL","N/A","P1","MEDIUM","XS","affiliate-admin|agent-web-portal","partial","no","low"
"TransactionListTable","KEEP_APP_LOCAL","N/A","P1","HIGH","XL","agent-web-portal","partial","no","low"
"TransactionListView","SPLIT","1.5","P1","MEDIUM","L","affiliate-admin","missing","no","high"
"TransactionListViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","L","affiliate-admin","missing","no","low"
"TransactionPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal|agent-admin","missing","no","low"
"TransactionPayment","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"TransactionPaymentManual","KEEP_APP_LOCAL","N/A","P0","HIGH","M","ecommerce-teman","missing","no","low"
"TransactionRevenuePage","KEEP_APP_LOCAL","N/A","P3","LOW","S","affiliate-admin","missing","no","low"
"TransactionRevenueView","KEEP_APP_LOCAL","N/A","P2","LOW","M","partner-portal","missing","no","low"
"TransactionsHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"TransactionShell","KEEP_APP_LOCAL","N/A","P0","HIGH","S","agent-portal","partial","no","low"
"TransactionsStatus","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"TransactionsTable","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"TransactionStatusTabs","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","agent-web-portal","partial","no","low"
"TransactionsTransactionsListAddPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"TransactionsTransactionsListUploadPage","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"TransactionsUpload","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"TransactionsUploadHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"TransactionsViewShell","KEEP_APP_LOCAL","1.5","P0","HIGH","S","gegm-friendcover-admin","missing","no","low"
"TransactionUploadPage","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-admin","missing","no","low"
"TransactionView","SPLIT","1.5","P0","HIGH","XS","admin-portal|affiliate-portal|agent-admin|agent-portal|teman-affiliate-portal","partial","no","high"
"TransactionViewContainer","KEEP_APP_LOCAL","1.5","P0","HIGH","S","agent-portal|teman-affiliate-portal","partial","no","low"
"TransactionViewShell","KEEP_APP_LOCAL","1.5","P0","HIGH","M","affiliate-portal|teman-affiliate-portal","partial","no","low"
"TranscationExportView","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-admin","missing","no","low"
"TranscationUploadView","KEEP_APP_LOCAL","N/A","P3","LOW","XS","agent-admin","missing","no","low"
"Trash","NEW_SHARED_COMPONENT","4","P3","LOW","XS","teman-affiliate-admin|ticket-portal","partial","yes","low"
"TrashIcon","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","affiliate-admin|agent-admin|agent-web-portal","partial","no","low"
"TravelPackages","KEEP_APP_LOCAL","N/A","P2","LOW","S","ecommerce-teman","missing","no","low"
"TravelPackagesDetail","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"TravelPackagesDetailInsurance","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"TravelSearch","KEEP_APP_LOCAL","N/A","P1","MEDIUM","S","ecommerce-teman","missing","no","low"
"TypeTrend","SPLIT","1.5","P0","LOW","M","ticket-portal","partial","no","high"
"TypeTrendContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","ticket-portal","partial","no","low"
"TypeTrendShell","KEEP_APP_LOCAL","N/A","P1","LOW","M","ticket-portal","partial","no","low"
"UiAvatarAvatar","MIGRATE_AFTER_SPLIT","1.5","P1","MEDIUM","M","gegm-friendcover-admin","partial","no","high"
"UiBadgeBadge","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","gegm-friendcover-admin","missing","yes","medium"
"UiBreadcrumbsBreadcrumbs","MIGRATE_AFTER_SPLIT","1.5","P1","MEDIUM","M","gegm-friendcover-admin","partial","no","high"
"UiButton","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","gen-ai-portal|partner-portal","missing","yes","medium"
"UiButtonBack","MIGRATE_AFTER_SPLIT","1.5","P1","MEDIUM","M","gegm-friendcover-admin","partial","no","high"
"UiButtonButton","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","gegm-friendcover-admin","missing","yes","medium"
"UiChartBar","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiChartBarStack","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiChartBarVertical","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiChartDonut","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiChartFunnel","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiChartLine","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiChartPie","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiChartSparkline","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiCustomCustomFilterDate","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","gegm-friendcover-admin","partial","no","high"
"UiCustomCustomMultipleSelect","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","gegm-friendcover-admin","partial","no","high"
"UiCustomCustomNestedSelect","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","gegm-friendcover-admin","partial","no","high"
"UiDropdownDropdown","NEW_SHARED_COMPONENT","4","P1","MEDIUM","L","gegm-friendcover-admin","missing","yes","medium"
"UiDropdownDropdownItem","MIGRATE_AFTER_SPLIT","1.5","P1","MEDIUM","M","gegm-friendcover-admin","partial","no","high"
"UiForbiddenForbidden","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover-admin","missing","no","low"
"UiFormCheckbox","NEW_SHARED_COMPONENT","4","P0","HIGH","M","gegm-friendcover-admin","missing","yes","high"
"UiFormDatePickerDayPicker","NEW_SHARED_COMPONENT","4","P0","HIGH","L","gegm-friendcover-admin","missing","yes","high"
"UiFormDatePickerView","NEW_SHARED_COMPONENT","4","P0","HIGH","L","gegm-friendcover-admin","missing","yes","high"
"UiFormDatePickerYearPicker","NEW_SHARED_COMPONENT","4","P0","HIGH","L","gegm-friendcover-admin","missing","yes","high"
"UiFormInput","NEW_SHARED_COMPONENT","4","P0","HIGH","M","gegm-friendcover-admin","missing","yes","high"
"UiFormInputMultiple","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","gegm-friendcover-admin","partial","no","high"
"UiFormLabel","NEW_SHARED_COMPONENT","4","P0","HIGH","M","gegm-friendcover-admin","missing","yes","high"
"UiFormSelect","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","gegm-friendcover-admin","partial","no","high"
"UiFormSwitch","NEW_SHARED_COMPONENT","4","P0","HIGH","M","gegm-friendcover-admin","missing","yes","high"
"UiInput","NEW_SHARED_COMPONENT","4","P1","LOW","XS","gen-ai-portal|partner-portal","missing","yes","low"
"UILabel","NEW_SHARED_COMPONENT","4","P1","LOW","XS","gen-ai-portal","missing","yes","low"
"UIModal","NEW_SHARED_COMPONENT","4","P0","HIGH","M","gen-ai-portal","missing","yes","high"
"UiModalConfirmation","KEEP_APP_LOCAL","N/A","P2","HIGH","S","gegm-friendcover-admin","missing","no","low"
"UiModalDate","KEEP_APP_LOCAL","N/A","P2","HIGH","S","gegm-friendcover-admin","missing","no","low"
"UiModalModal","NEW_SHARED_COMPONENT","4","P0","HIGH","L","gegm-friendcover-admin","missing","yes","high"
"UiNotificationNotification","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","gegm-friendcover-admin","missing","yes","medium"
"UiSelect","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","partner-portal","missing","yes","medium"
"UISidebarLegacy","KEEP_APP_LOCAL","N/A","P3","LOW","S","gen-ai-portal","missing","no","low"
"UiSkeletonSkeleton","NEW_SHARED_COMPONENT","4","P1","LOW","M","gegm-friendcover-admin","missing","yes","low"
"UiTable","NEW_SHARED_COMPONENT","4","P1","MEDIUM","L","partner-portal","missing","yes","medium"
"UiTableNotAvailable","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","gegm-friendcover-admin","partial","no","high"
"UiTablePagination","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","gegm-friendcover-admin","partial","no","high"
"UiTableRetry","NEW_SHARED_COMPONENT","4","P0","HIGH","L","gegm-friendcover-admin","missing","yes","high"
"UiTableTable","NEW_SHARED_COMPONENT","4","P0","HIGH","L","gegm-friendcover-admin","missing","yes","high"
"UITabs","NEW_SHARED_COMPONENT","4","P1","MEDIUM","M","gen-ai-portal","missing","yes","medium"
"UiTimelineTimeline","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","gegm-friendcover-admin","missing","no","low"
"UITypingText","KEEP_APP_LOCAL","N/A","P2","LOW","XS","gen-ai-portal","missing","no","low"
"Underline","KEEP_APP_LOCAL","N/A","P3","LOW","XS","ticket-portal","partial","no","low"
"UnderwriterFormView","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","customer-portal","missing","no","high"
"UnmatchBillingPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UpdateInfo","MIGRATE_AFTER_SPLIT","1.5","P0","MEDIUM","M","customer-portal","missing","no","high"
"Upload","NEW_SHARED_COMPONENT","4","P1","HIGH","XS","teman-affiliate-admin|ticket-portal","partial","yes","high"
"UploadBenefitPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UploadCropImage","SPLIT","1.5","P1","HIGH","XS","agent-microsite|haruuz-microsite","partial","no","high"
"UploadCropImageContainer","KEEP_APP_LOCAL","N/A","P1","LOW","S","haruuz-microsite","missing","no","low"
"UploadCropImageShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","haruuz-microsite","missing","no","low"
"UploadDataPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UploadDetailPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UploadFile","NEW_SHARED_COMPONENT","4","P0","HIGH","L","admin-portal","missing","yes","high"
"UploadIcon","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","agent-admin|agent-web-portal","partial","no","low"
"UploadImage","KEEP_APP_LOCAL","N/A","P0","HIGH","S","customer-portal|ecommerce-gelm|ecommerce-teman","missing","no","low"
"UploadImage (Components)","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","agent-microsite","partial","no","low"
"UploadNric","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","L","claim-portal|gegm-friendcover","partial","no","high"
"UploadNricContainer","KEEP_APP_LOCAL","N/A","P0","MEDIUM","M","claim-portal","missing","no","low"
"UploadNricShell","KEEP_APP_LOCAL","N/A","P2","LOW","S","claim-portal","missing","no","low"
"UploadPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UploadPlanView","SPLIT","1.5","P1","MEDIUM","M","affiliate-admin","missing","no","high"
"UploadPlanViewShell","KEEP_APP_LOCAL","1.5","P2","MEDIUM","M","affiliate-admin","missing","no","low"
"UploadSanctionViewShell","KEEP_APP_LOCAL","1.5","P0","HIGH","S","gegm-friendcover-admin","missing","no","low"
"UploadView","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"User Channels","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"User Form","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"User Groups","SPLIT","1.5","P1","MEDIUM","M","admin-portal-boost","missing","no","high"
"User Groups Shell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","admin-portal-boost","missing","no","low"
"User Insurers","KEEP_APP_LOCAL","N/A","P2","LOW","S","admin-portal-boost","missing","no","low"
"User Roles","SPLIT","1.5","P1","MEDIUM","M","admin-portal-boost","missing","no","high"
"User Roles Shell","KEEP_APP_LOCAL","N/A","P1","MEDIUM","M","admin-portal-boost","missing","no","low"
"UserChannels","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UserForm","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UserGroups","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UserHeader","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"UserInsurers","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UserPage","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UserRoles","KEEP_APP_LOCAL","N/A","P3","HIGH","XS","admin-portal","missing","no","low"
"UserTable","KEEP_APP_LOCAL","N/A","P1","HIGH","S","teman-affiliate-admin","missing","no","low"
"VCarouselArticle","KEEP_APP_LOCAL","N/A","P2","MEDIUM","S","mykawan-website","missing","no","low"
"VerifyPaymentPageShell","KEEP_APP_LOCAL","N/A","P3","LOW","S","ecommerce-gelm","missing","no","low"
"VideoCarousel","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","mykawan-website","missing","no","low"
"VideoIcon","KEEP_APP_LOCAL","N/A","P3","MEDIUM","XS","agent-web-portal","partial","no","low"
"ViewGreatHome360ContactDetails","MIGRATE_AFTER_SPLIT","1.5","P1","MEDIUM","L","gegm-friendcover","partial","no","high"
"ViewGreatHome360Declaration","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","XL","gegm-friendcover","partial","no","high"
"ViewGreatHome360PersonalInfo","MIGRATE_AFTER_SPLIT","1.5","P0","HIGH","XL","gegm-friendcover","partial","no","high"
"ViewGreatHome360ProductDetails","KEEP_APP_LOCAL","N/A","P2","LOW","S","gegm-friendcover","partial","no","low"
"ViewGreatHome360Summary","MIGRATE_AFTER_SPLIT","1.5","P1","MEDIUM","L","gegm-friendcover","partial","no","high"
"ViewImage","NEW_SHARED_COMPONENT","4","P1","MEDIUM","XS","agent-microsite|customer-portal|ecommerce-gelm|ecommerce-teman|grab-landing-page|haruuz-microsite","partial","yes","medium"
"ViewImageContainer","KEEP_APP_LOCAL","1.5","P2","LOW","M","ecommerce-teman","missing","no","low"
"ViewImageShell","NEW_SHARED_COMPONENT","4","P1","MEDIUM","S","ecommerce-teman|grab-landing-page","missing","yes","medium"
"views__home__components__alert-age-limit","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__home__components__product-list","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__home__home.view","SPLIT","1.5","P0","HIGH","XL","gelm-xproject-microsite","partial","no","high"
"views__home__home-view-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__list-plan__components__alert-age-limit","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__list-plan__components__button-select-product","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__list-plan__components__form-ptv-eligibility","SPLIT","1.5","P0","HIGH","L","gelm-xproject-microsite","partial","no","high"
"views__list-plan__components__form-ptv-eligibility-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__list-plan__components__plan-list","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__list-plan__list-plan.view","SPLIT","1.5","P0","HIGH","XL","gelm-xproject-microsite","partial","no","high"
"views__list-plan__list-plan-view-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__order-change-plan__components__alert-age-limit","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__order-change-plan__components__plan-list","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__order-change-plan__order-change-plan.view","SPLIT","1.5","P0","HIGH","XL","gelm-xproject-microsite","partial","no","high"
"views__order-change-plan__order-change-plan-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__order-personal-info-form__components__additional-info","SPLIT","1.5","P0","HIGH","L","gelm-xproject-microsite","partial","no","high"
"views__order-personal-info-form__components__additional-info-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__order-personal-info-form__components__checkbox-answer","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__order-personal-info-form__components__declaration-forms","SPLIT","1.5","P0","HIGH","L","gelm-xproject-microsite","partial","no","high"
"views__order-personal-info-form__components__declaration-forms-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__order-personal-info-form__components__item-question","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__order-personal-info-form__components__personal-info","SPLIT","1.5","P0","HIGH","L","gelm-xproject-microsite","partial","no","high"
"views__order-personal-info-form__components__personal-info-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__order-personal-info-form__order-personal-info-form.view","SPLIT","1.5","P0","HIGH","XL","gelm-xproject-microsite","partial","no","high"
"views__order-personal-info-form__order-personal-info-form-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__order-preview__components__card-personal-info","SPLIT","1.5","P0","HIGH","L","gelm-xproject-microsite","partial","no","high"
"views__order-preview__components__card-personal-info-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"views__order-preview__components__modal-data-protection","KEEP_APP_LOCAL","N/A","P3","LOW","S","gelm-xproject-microsite","partial","no","low"
"views__order-preview__order-preview.view","SPLIT","1.5","P0","HIGH","XL","gelm-xproject-microsite","partial","no","high"
"views__order-preview__order-preview-shell","KEEP_APP_LOCAL","N/A","P0","HIGH","M","gelm-xproject-microsite","partial","no","low"
"ViewsAiRecommenderCarCarRecommenderContainer","KEEP_APP_LOCAL","N/A","P2","MEDIUM","XS","teman-affiliate-microsite","missing","no","low"
